id,date,eps,revenue,capex
7741,2022-06-03,107.383537,169594.0,-6879.0
7741,2022-08-08,132.827929,180179.0,-7431.0
7741,2022-11-02,130.949236,184112.0,-6272.0
5332,2020-02-06,55.085796,152857.0,
5332,2020-06-24,10.916927,147311.0,
5332,2020-08-06,3.270694,118077.0,
5332,2020-11-06,23.700319,139469.0,
5332,2021-02-04,64.721366,162298.0,
5332,2021-06-25,68.835276,161091.0,
5332,2021-08-05,53.016669,145729.0,
5332,2021-11-05,64.200808,163777.0,
5332,2022-02-04,73.642359,170626.0,
5332,2022-06-24,45.881894,165141.0,
5332,2022-08-04,62.153857,153472.0,
5332,2022-11-07,49.029031,174216.0,
5401,2020-02-13,-430.325079,1428831.0,-111485.0
5401,2020-07-02,-80.521452,1445511.0,-123242.0
5401,2020-08-07,-45.695491,1131604.0,-95433.0
5401,2020-11-12,-161.923576,1110387.0,-136943.0
5401,2021-02-10,73.160352,1207824.0,-98870.0
5401,2021-06-23,99.231088,1379455.0,-128565.0
5401,2021-08-06,176.081267,1503151.0,-98850.0
5401,2021-11-12,148.35305,1660792.0,-131518.0
5401,2022-02-09,227.169365,1778537.0,-91354.0
5401,2022-06-23,140.56149,1866409.0,-145180.0
5401,2022-08-09,250.819602,1919181.0,-93506.0
5401,2022-11-08,153.550671,1955225.0,-141570.0
5411,2020-02-13,-8.703443,920231.0,-78789.0
5411,2020-06-19,-390.152159,938193.0,-109435.0
5411,2020-08-13,-68.069728,743900.0,-90504.0
5411,2020-11-10,-115.508914,748393.0,-78957.0
5411,2021-02-09,62.576953,826172.0,-61268.0
5411,2021-06-25,83.030277,908818.0,-77394.0
5411,2021-08-12,107.640499,888940.0,-81580.0
5411,2021-11-05,136.81258,1054036.0,-78376.0
5411,2022-02-08,142.919665,1154416.0,-69598.0
5411,2022-06-24,112.906307,1267751.0,-83774.0
5411,2022-08-03,145.604209,1253600.0,-58964.0
5411,2022-11-04,67.987041,1310735.0,-72285.0
5486,2020-02-07,4.81328,214075.0,-11272.0
5486,2020-06-23,3.007708,210439.0,-12503.0
5486,2020-08-07,-7.811659,154773.0,-10210.0
5486,2020-11-10,-69.856045,186058.0,-5936.0
